CaseID,ActivityID,CompleteTimestamp,context
895,8,11/11/2010 17:40,1
895,6,11/12/2010 19:04,1
895,6,11/12/2010 19:34,1
895,8,11/12/2010 20:10,1
895,6,11/23/2010 20:22,1
896,1,10/3/2011 17:17,6
896,8,10/4/2011 21:04,6
896,6,11/1/2011 0:30,6
897,1,3/16/2012 22:08,1
897,8,3/16/2012 22:08,1
897,6,3/16/2012 22:43,1
898,1,1/5/2012 0:07,4
898,8,1/5/2012 1:58,4
898,9,1/10/2012 22:55,4
898,6,1/11/2012 19:55,4
899,1,2/9/2010 23:31,6
899,8,2/9/2010 23:31,6
899,2,2/9/2010 23:32,6
899,6,3/23/2010 1:18,6
899,8,3/23/2010 1:18,6
899,2,3/23/2010 1:18,6
899,6,3/23/2010 1:22,6
900,1,2/28/2011 22:17,9
900,8,3/25/2011 20:53,9
900,9,3/25/2011 20:55,9
900,8,3/26/2011 0:06,9
900,6,3/26/2011 0:07,9
901,1,7/31/2012 15:21,6
901,6,8/2/2012 23:24,6
901,6,8/2/2012 23:25,6
902,1,9/28/2011 23:48,9
902,8,9/28/2011 23:48,9
902,6,9/30/2011 20:18,9
903,3,11/11/2010 2:05,1
903,1,11/11/2010 17:03,1
903,8,11/15/2010 19:39,1
903,6,11/15/2010 19:40,1
904,1,3/16/2011 17:35,6
904,8,3/16/2011 17:36,6
904,6,3/22/2011 22:43,6
905,1,7/19/2011 21:08,2
905,1,7/19/2011 21:17,2
905,8,7/19/2011 22:54,2
905,6,7/19/2011 22:54,2
907,1,9/27/2010 23:32,9
907,8,9/28/2010 19:06,9
907,9,10/29/2010 18:46,9
907,8,11/5/2010 20:46,9
907,6,11/5/2010 20:46,9
908,1,4/13/2011 15:25,2
908,8,4/13/2011 15:26,2
908,6,4/20/2011 15:56,2
909,1,2/6/2012 18:17,9
909,8,2/6/2012 18:20,9
909,6,2/6/2012 18:53,9
910,1,7/31/2012 18:59,6
910,8,7/31/2012 20:08,6
910,6,8/3/2012 15:58,6
912,1,12/11/2010 1:41,3
912,1,12/13/2010 19:42,3
912,8,12/15/2010 19:42,3
912,6,12/15/2010 23:11,3
913,1,11/11/2010 22:50,6
913,8,11/11/2010 22:56,6
913,6,11/13/2010 0:39,6
914,1,1/24/2012 22:40,1
914,8,1/24/2012 22:51,1
914,6,1/24/2012 22:51,1
915,1,1/4/2011 19:00,4
915,8,1/10/2011 19:36,4
915,6,1/11/2011 17:45,4
916,1,7/5/2011 17:07,9
916,8,7/5/2011 17:07,9
916,6,7/5/2011 17:07,9
917,1,9/7/2010 18:15,9
917,8,9/17/2010 18:44,9
917,6,9/17/2010 18:57,9
918,1,5/28/2010 17:49,6
918,8,6/1/2010 17:30,6
918,6,6/7/2010 21:55,6
919,1,8/17/2010 22:06,9
919,8,8/17/2010 22:10,9
919,9,9/6/2010 16:30,9
919,8,9/15/2010 16:56,9
919,6,9/15/2010 16:57,9
920,1,4/20/2010 22:40,1
920,8,4/30/2010 23:53,1
920,6,5/4/2010 23:25,1
921,1,4/9/2010 15:55,5
921,8,4/12/2010 23:40,5
921,6,5/10/2010 18:53,5
922,1,2/24/2011 17:42,1
922,8,2/24/2011 23:49,1
922,9,3/10/2011 0:29,1
922,9,3/15/2011 20:44,1
922,8,3/25/2011 23:54,1
922,6,3/25/2011 23:54,1
923,1,12/2/2011 20:12,5
923,6,12/2/2011 23:23,5
923,6,12/2/2011 23:23,5
924,1,7/21/2010 21:02,7
924,8,7/22/2010 21:43,7
924,9,7/22/2010 21:44,7
924,8,7/26/2010 17:07,7
924,6,7/26/2010 17:32,7
925,1,9/17/2010 0:32,2
925,8,9/17/2010 0:32,2
925,6,9/21/2010 16:37,2
926,1,9/3/2010 16:51,2
926,8,9/3/2010 17:02,2
926,6,9/3/2010 18:55,2
927,1,10/10/2011 15:25,9
927,8,10/10/2011 15:32,9
927,6,10/10/2011 15:52,9
928,1,2/14/2011 23:15,9
928,8,2/15/2011 17:26,9
928,6,3/8/2011 1:52,9
929,1,1/18/2011 19:51,1
929,1,1/21/2011 20:48,1
929,8,1/21/2011 20:48,1
929,9,1/25/2011 18:52,1
929,8,1/25/2011 20:03,1
929,6,1/25/2011 20:03,1
931,1,2/28/2012 20:33,2
931,8,2/29/2012 2:09,2
931,6,2/29/2012 2:12,2
932,1,2/16/2012 20:01,1
932,6,2/16/2012 20:02,1
933,1,1/12/2011 23:31,9
933,1,1/29/2011 2:42,9
933,8,1/29/2011 2:42,9
933,6,1/31/2011 17:41,9
934,1,6/12/2012 22:00,3
934,8,6/12/2012 22:00,3
934,6,6/14/2012 18:59,3
934,6,6/14/2012 18:59,3
935,1,4/22/2010 22:44,7
935,8,5/21/2010 15:27,7
935,6,5/26/2010 0:25,7
936,1,5/16/2011 20:24,8
936,8,5/16/2011 20:25,8
936,9,5/16/2011 22:13,8
936,8,5/17/2011 20:35,8
936,6,5/17/2011 20:35,8
937,1,6/27/2012 15:44,3
937,8,6/27/2012 15:44,3
937,4,7/10/2012 18:43,3
937,6,7/12/2012 17:30,3
938,1,7/26/2012 15:12,6
938,8,7/26/2012 15:18,6
938,9,7/27/2012 15:10,6
938,6,8/7/2012 16:58,6
940,1,3/3/2010 20:38,8
940,8,3/3/2010 20:41,8
940,6,3/3/2010 20:49,8
941,1,7/21/2011 0:05,7
941,8,7/25/2011 21:11,7
941,9,7/25/2011 21:14,7
941,6,8/19/2011 22:18,7
942,1,4/20/2011 20:44,1
942,8,4/20/2011 20:55,1
942,6,4/20/2011 22:28,1
943,1,11/18/2011 22:37,7
943,8,11/18/2011 23:29,7
943,6,11/18/2011 23:41,7
944,1,4/20/2011 20:27,1
944,8,4/20/2011 20:28,1
944,8,4/20/2011 20:29,1
944,8,4/26/2011 15:37,1
944,9,4/26/2011 16:23,1
944,9,4/26/2011 20:37,1
944,8,4/29/2011 20:23,1
944,6,4/29/2011 20:27,1
945,1,9/27/2011 18:35,9
945,1,9/27/2011 19:02,9
945,8,9/27/2011 21:41,9
945,6,9/28/2011 23:45,9
946,1,5/13/2011 21:25,2
946,8,5/13/2011 21:27,2
946,6,5/17/2011 21:10,2
947,1,10/7/2011 21:29,7
947,1,10/7/2011 21:30,7
947,1,10/7/2011 21:30,7
947,8,10/7/2011 21:51,7
947,9,10/25/2011 20:12,7
947,6,10/25/2011 23:02,7
948,1,10/19/2010 21:43,2
948,9,10/20/2010 22:17,2
948,8,10/21/2010 0:05,2
948,9,10/21/2010 0:05,2
948,8,10/21/2010 21:51,2
948,6,10/21/2010 21:52,2
950,1,4/20/2012 15:39,9
950,8,4/20/2012 15:39,9
950,6,4/23/2012 18:07,9
952,1,11/16/2011 20:15,3
952,8,11/19/2011 0:08,3
952,9,11/24/2011 20:31,3
952,6,12/13/2011 23:50,3
953,1,3/11/2010 20:21,7
953,8,3/11/2010 20:21,7
953,6,3/11/2010 20:21,7
954,1,8/2/2012 17:02,2
954,8,8/3/2012 15:13,2
954,6,8/3/2012 15:15,2
955,1,10/3/2011 20:23,2
955,8,10/4/2011 21:03,2
955,6,10/4/2011 21:40,2
956,1,2/22/2011 0:20,4
956,8,2/22/2011 0:21,4
956,6,3/8/2011 20:13,4
957,1,7/6/2011 23:06,1
957,8,7/6/2011 23:06,1
957,6,7/6/2011 23:06,1
958,1,2/14/2012 0:14,2
958,8,2/14/2012 20:48,2
958,9,2/22/2012 17:53,2
958,8,3/2/2012 19:56,2
958,6,3/2/2012 22:52,2
960,1,7/6/2011 23:31,6
960,8,7/19/2011 16:01,6
960,6,7/21/2011 18:13,6
962,1,9/28/2012 23:42,4
962,8,10/1/2012 18:48,4
962,6,10/17/2012 20:49,4
965,1,9/24/2010 18:37,3
965,8,9/28/2010 18:27,3
965,9,9/29/2010 17:57,3
965,8,10/1/2010 17:01,3
965,6,10/1/2010 17:54,3
966,1,11/4/2010 17:30,6
966,8,11/8/2010 19:57,6
966,9,11/8/2010 19:57,6
966,8,11/22/2010 23:44,6
966,6,11/22/2010 23:45,6
967,1,6/29/2012 18:59,1
967,8,7/2/2012 19:00,1
967,6,7/2/2012 21:18,1
968,1,5/14/2012 22:48,3
968,8,5/14/2012 22:49,3
968,6,5/15/2012 15:34,3
969,1,10/11/2011 23:52,2
969,1,10/11/2011 23:59,2
969,8,10/14/2011 15:30,2
969,6,10/14/2011 18:13,2
970,1,5/8/2012 19:00,1
970,8,5/10/2012 23:53,1
970,6,5/10/2012 23:55,1
971,3,6/30/2010 16:22,2
971,1,6/30/2010 16:23,2
971,8,6/30/2010 16:23,2
971,6,7/8/2010 0:33,2
972,1,7/25/2012 23:38,7
972,8,7/26/2012 16:16,7
972,6,7/30/2012 20:07,7
973,1,8/2/2010 23:40,3
973,1,8/3/2010 19:10,3
973,8,8/3/2010 19:10,3
973,6,8/6/2010 20:58,3
973,8,8/23/2010 16:54,3
973,9,8/27/2010 23:04,3
973,8,9/16/2010 21:57,3
973,6,9/16/2010 21:57,3
974,1,1/6/2011 1:37,1
974,1,1/18/2011 1:17,1
974,8,1/18/2011 1:17,1
974,6,1/28/2011 19:34,1
975,1,3/5/2012 19:14,1
975,8,3/5/2012 22:29,1
975,6,3/6/2012 1:52,1
975,6,3/6/2012 1:52,1
976,1,1/12/2012 0:45,8
976,8,1/12/2012 23:17,8
976,6,1/13/2012 17:25,8
977,1,9/24/2010 22:36,9
977,8,9/24/2010 22:36,9
977,9,9/24/2010 22:59,9
977,8,10/20/2010 22:53,9
977,6,10/22/2010 19:02,9
978,1,10/5/2011 23:20,3
978,1,10/5/2011 23:23,3
978,8,10/5/2011 23:24,3
978,6,10/6/2011 16:10,3
981,1,7/10/2012 18:42,7
981,8,7/10/2012 18:42,7
981,6,7/12/2012 16:25,7
981,6,7/12/2012 16:25,7
982,1,11/11/2011 19:56,3
982,8,11/11/2011 20:16,3
982,6,11/11/2011 20:34,3
983,1,3/8/2012 20:10,2
983,6,3/8/2012 20:11,2
985,1,8/25/2010 15:23,9
985,8,8/25/2010 18:54,9
985,6,8/25/2010 18:56,9
987,1,4/19/2010 20:49,1
987,8,4/21/2010 17:03,1
987,6,4/21/2010 20:29,1
987,8,4/21/2010 22:21,1
987,6,4/22/2010 16:03,1
990,1,6/18/2012 18:46,9
990,8,6/19/2012 15:27,9
990,6,6/20/2012 16:09,9
991,1,5/13/2011 20:28,3
991,8,5/13/2011 20:29,3
991,9,5/18/2011 15:02,3
991,8,6/7/2011 15:36,3
991,6,6/7/2011 15:36,3
992,1,8/11/2010 20:32,6
992,8,9/2/2010 16:04,6
992,6,9/2/2010 16:05,6
993,1,3/14/2011 20:11,6
993,8,3/14/2011 20:15,6
993,9,3/28/2011 16:41,6
993,8,3/30/2011 18:22,6
993,6,3/30/2011 18:22,6
994,1,2/8/2011 1:49,3
994,8,2/9/2011 1:04,3
994,6,2/18/2011 23:37,3
995,1,5/25/2011 16:48,7
995,8,5/25/2011 16:49,7
995,9,5/26/2011 17:53,7
995,8,7/1/2011 16:04,7
995,6,7/1/2011 16:14,7
996,1,12/23/2010 22:51,5
996,8,12/27/2010 17:09,5
996,6,1/14/2011 18:31,5
997,1,11/18/2011 22:35,2
997,8,11/21/2011 22:25,2
997,6,11/29/2011 0:39,2
1000,1,1/21/2010 17:53,4
1000,1,1/21/2010 17:53,4
1000,8,1/21/2010 17:53,4
1000,6,1/26/2010 23:06,4
1002,1,8/25/2010 18:36,2
1002,8,8/27/2010 15:34,2
1002,6,8/27/2010 16:42,2
1003,1,12/23/2010 20:23,2
1003,8,1/11/2011 16:55,2
1003,6,1/20/2011 19:59,2
1004,1,9/21/2011 15:09,8
1004,8,9/26/2011 16:52,8
1004,6,9/27/2011 18:29,8
1005,1,12/22/2010 17:35,7
1005,8,12/22/2010 17:49,7
1005,6,1/13/2011 23:26,7
1006,1,1/22/2010 20:09,7
1006,8,1/22/2010 20:09,7
1006,6,1/22/2010 20:09,7
1008,1,10/25/2011 22:35,5
1008,8,10/26/2011 15:19,5
1008,6,11/3/2011 18:37,5
1009,1,5/18/2012 20:11,4
1009,8,5/18/2012 22:23,4
1009,9,5/18/2012 23:07,4
1009,6,5/22/2012 15:53,4
1011,3,9/6/2011 23:37,9
1011,1,9/6/2011 23:44,9
1011,8,9/6/2011 23:44,9
1011,6,9/6/2011 23:55,9
1012,1,5/25/2010 23:14,4
1012,8,5/28/2010 23:38,4
1012,6,5/28/2010 23:38,4
1013,1,12/1/2011 1:32,3
1013,6,12/13/2011 1:50,3
1014,1,12/28/2010 19:41,2
1014,8,12/30/2010 17:50,2
1014,9,12/30/2010 17:51,2
1014,8,1/14/2011 1:53,2
1014,6,1/14/2011 1:55,2
1015,1,2/10/2012 23:44,2
1015,8,2/11/2012 0:48,2
1015,6,2/15/2012 20:07,2
1016,1,4/13/2011 15:43,1
1016,8,4/13/2011 15:45,1
1016,6,4/13/2011 22:57,1
1017,1,9/7/2012 20:24,4
1017,8,9/10/2012 17:51,4
1017,9,9/17/2012 17:56,4
1017,6,10/2/2012 15:03,4
1017,6,10/2/2012 15:03,4
1018,1,9/16/2010 17:03,9
1018,8,9/16/2010 17:48,9
1018,6,9/21/2010 16:24,9
1020,1,5/15/2012 16:09,6
1020,8,5/15/2012 16:09,6
1020,9,5/28/2012 23:21,6
1020,6,6/4/2012 18:49,6
1021,1,5/18/2010 22:59,4
1021,8,5/19/2010 16:08,4
1021,6,5/20/2010 18:17,4
1022,1,1/6/2012 1:55,9
1022,1,1/6/2012 1:55,9
1022,8,1/11/2012 20:59,9
1022,6,1/12/2012 19:39,9
1024,1,7/14/2011 15:22,6
1024,1,7/15/2011 18:40,6
1024,8,7/15/2011 20:44,6
1024,6,7/18/2011 16:33,6
1025,1,3/18/2011 18:41,7
1025,8,3/18/2011 18:42,7
1025,9,3/25/2011 23:24,7
1025,8,4/20/2011 23:42,7
1025,6,4/20/2011 23:42,7
1028,1,12/28/2010 17:31,5
1028,8,1/14/2011 19:45,5
1028,6,1/14/2011 19:46,5
1029,1,5/9/2012 17:25,1
1029,8,5/9/2012 21:22,1
1029,6,5/9/2012 21:40,1
1030,1,2/4/2010 18:40,8
1030,1,2/4/2010 18:41,8
1030,8,2/4/2010 18:41,8
1030,2,2/4/2010 18:41,8
1030,6,2/22/2010 23:05,8
1031,1,2/24/2011 22:41,7
1031,8,2/24/2011 22:41,7
1031,9,3/8/2011 1:53,7
1031,8,3/25/2011 18:53,7
1031,6,3/25/2011 18:54,7
1032,1,4/11/2012 23:07,7
1032,8,4/11/2012 23:07,7
1032,9,4/17/2012 20:29,7
1032,6,5/15/2012 20:31,7
1033,1,11/10/2011 17:25,1
1033,8,11/18/2011 20:29,1
1033,9,11/24/2011 1:07,1
1033,6,12/12/2011 18:40,1
1034,1,12/13/2011 17:22,5
1034,8,12/13/2011 17:27,5
1034,6,12/13/2011 20:50,5
1035,1,12/20/2010 22:19,5
1035,1,12/21/2010 1:42,5
1035,8,12/21/2010 1:42,5
1035,9,12/21/2010 17:59,5
1035,8,12/23/2010 1:57,5
1035,6,12/23/2010 1:58,5
1036,1,5/29/2012 23:38,9
1036,8,5/29/2012 23:38,9
1036,9,5/30/2012 22:35,9
1036,8,5/30/2012 23:32,9
1036,6,6/1/2012 20:40,9
1037,1,10/24/2011 18:11,1
1037,8,10/24/2011 18:19,1
1037,6,10/24/2011 19:02,1
1038,1,7/24/2012 23:29,9
1038,8,7/25/2012 21:33,9
1038,6,7/25/2012 21:53,9
1039,1,6/28/2012 18:14,1
1039,8,6/28/2012 18:55,1
1039,6,6/29/2012 22:35,1
1040,1,2/20/2012 17:07,2
1040,8,2/20/2012 17:07,2
1040,6,2/22/2012 1:35,2
1041,1,5/2/2012 18:44,4
1041,8,5/2/2012 18:44,4
1041,6,5/8/2012 16:37,4
1042,1,5/23/2012 16:22,7
1042,8,5/23/2012 18:07,7
1042,6,5/23/2012 22:24,7
1044,1,5/13/2010 22:45,2
1044,8,5/18/2010 0:21,2
1044,6,5/18/2010 1:10,2
1044,8,5/18/2010 16:21,2
1044,9,5/18/2010 16:44,2
1044,8,5/18/2010 17:26,2
1044,6,5/18/2010 17:28,2
1045,1,6/24/2011 18:10,4
1045,8,6/27/2011 21:36,4
1045,6,6/27/2011 21:37,4
1046,1,4/2/2012 16:42,2
1046,8,4/2/2012 16:42,2
1046,6,4/2/2012 18:12,2
1047,1,7/14/2011 18:17,3
1047,1,7/15/2011 15:34,3
1047,8,7/15/2011 17:49,3
1047,9,7/15/2011 17:51,3
1047,6,7/15/2011 21:18,3
1048,1,12/13/2010 19:53,1
1048,8,12/13/2010 19:53,1
1048,9,12/13/2010 19:54,1
1048,8,12/30/2010 17:41,1
1048,6,12/30/2010 17:41,1
1049,1,2/9/2012 23:14,4
1049,8,2/9/2012 23:15,4
1049,6,2/15/2012 1:45,4
1049,6,2/15/2012 1:45,4
1050,1,5/12/2011 16:27,9
1050,8,5/12/2011 16:27,9
1050,9,5/13/2011 18:46,9
1050,8,5/20/2011 15:05,9
1050,6,5/20/2011 15:06,9
1050,8,6/7/2011 17:09,9
1050,9,6/8/2011 16:09,9
1050,8,6/8/2011 20:44,9
1050,6,6/8/2011 20:44,9
1051,1,12/27/2010 17:06,7
1051,8,12/27/2010 23:46,7
1051,6,1/18/2011 20:26,7
1052,1,2/3/2011 23:26,3
1052,8,2/4/2011 1:19,3
1052,6,2/4/2011 1:20,3
1053,1,6/30/2011 22:53,8
1053,1,6/30/2011 22:53,8
1053,8,7/5/2011 22:22,8
1053,9,7/5/2011 22:26,8
1053,6,7/20/2011 21:19,8
1055,1,1/24/2012 0:13,2
1055,8,1/24/2012 1:49,2
1055,6,1/24/2012 23:19,2
1056,1,6/6/2012 20:08,3
1056,8,6/6/2012 20:08,3
1056,6,6/6/2012 23:16,3
1058,1,6/28/2012 20:24,7
1058,8,6/28/2012 20:25,7
1058,9,7/13/2012 21:26,7
1058,6,7/18/2012 23:43,7
1059,1,1/9/2012 16:53,5
1059,8,1/9/2012 18:30,5
1059,6,1/9/2012 19:31,5
1060,1,9/2/2011 21:25,8
1060,8,9/14/2011 21:30,8
1060,6,9/19/2011 21:56,8
1061,1,6/21/2011 16:55,5
1061,1,6/21/2011 16:55,5
1061,8,6/27/2011 17:24,5
1061,9,7/20/2011 21:14,5
1061,6,7/28/2011 17:26,5
1062,8,1/12/2012 1:46,1
1062,9,1/12/2012 22:49,1
1062,6,2/8/2012 0:06,1
1063,1,7/11/2012 22:48,8
1063,8,7/11/2012 22:48,8
1063,6,7/11/2012 23:24,8
1064,1,5/21/2012 23:39,7
1064,8,5/22/2012 15:34,7
1064,6,5/29/2012 15:08,7
1065,1,8/22/2011 22:39,1
1065,6,8/25/2011 20:58,1
1066,1,5/24/2012 17:32,1
1066,8,5/25/2012 17:42,1
1066,6,5/25/2012 20:30,1
1067,1,2/14/2012 19:34,1
1067,8,2/14/2012 20:48,1
1067,6,2/16/2012 20:40,1
1068,1,5/15/2012 16:49,1
1068,8,5/18/2012 20:33,1
1068,6,5/21/2012 21:18,1
1069,1,6/21/2011 22:09,1
1069,8,6/21/2011 22:10,1
1069,6,6/21/2011 22:10,1
1071,1,5/18/2011 17:38,5
1071,8,5/18/2011 17:38,5
1071,6,5/23/2011 18:35,5
1072,1,7/17/2012 18:43,3
1072,1,7/18/2012 22:58,3
1072,8,7/18/2012 22:58,3
1072,6,7/20/2012 21:17,3
1073,1,12/30/2011 17:47,4
1073,8,1/2/2012 17:40,4
1073,6,1/2/2012 18:45,4
1074,1,10/28/2011 18:45,5
1074,8,11/3/2011 1:41,5
1074,9,11/10/2011 23:21,5
1074,6,11/17/2011 22:49,5
1075,1,8/7/2012 18:01,7
1075,8,8/23/2012 15:05,7
1075,6,9/5/2012 16:54,7
1076,1,4/24/2012 23:48,3
1076,8,4/30/2012 22:02,3
1076,9,5/8/2012 17:17,3
1076,6,5/15/2012 20:31,3
1077,1,9/1/2010 23:21,1
1077,1,9/2/2010 15:28,1
1077,8,9/9/2010 18:02,1
1077,6,9/9/2010 18:18,1
1078,1,2/9/2011 20:06,9
1078,8,2/9/2011 20:08,9
1078,6,2/9/2011 23:12,9
1078,6,2/9/2011 23:12,9
1080,3,6/9/2010 18:33,1
1080,1,6/9/2010 18:33,1
1080,8,6/9/2010 18:34,1
1080,9,6/9/2010 18:50,1
1080,8,6/30/2010 23:52,1
1080,6,6/30/2010 23:54,1
1081,1,11/14/2011 19:15,3
1081,8,11/17/2011 1:08,3
1081,9,11/17/2011 17:31,3
1081,6,11/23/2011 1:37,3
1082,1,8/22/2011 17:38,7
1082,8,8/29/2011 16:23,7
1082,6,9/19/2011 21:03,7
1083,1,2/29/2012 1:02,7
1083,1,2/29/2012 1:02,7
1083,8,2/29/2012 1:55,7
1083,6,2/29/2012 1:56,7
1084,1,4/24/2012 16:13,4
1084,8,5/23/2012 23:46,4
1084,6,5/30/2012 15:20,4
1085,1,9/30/2010 17:29,1
1085,8,10/4/2010 16:40,1
1085,7,10/4/2010 16:41,1
1085,8,10/5/2010 15:33,1
1085,9,10/5/2010 15:34,1
1085,8,10/5/2010 15:34,1
1085,6,10/5/2010 15:34,1
1086,1,7/24/2012 15:42,1
1086,8,7/24/2012 15:43,1
1086,6,7/30/2012 17:52,1
1089,1,3/10/2011 23:37,1
1089,8,3/10/2011 23:38,1
1089,9,3/10/2011 23:44,1
1089,8,3/30/2011 18:26,1
1089,6,3/30/2011 18:26,1
1090,1,5/28/2012 22:40,1
1090,8,5/30/2012 18:47,1
1090,6,5/30/2012 22:02,1
1090,6,5/30/2012 22:02,1
1091,8,11/22/2011 20:03,9
1091,9,11/23/2011 19:43,9
1091,6,12/2/2011 22:30,9
1092,1,7/12/2012 21:22,1
1092,6,7/12/2012 21:58,1
1093,1,1/14/2012 1:27,1
1093,6,1/14/2012 1:34,1
1094,1,6/13/2012 15:45,7
1094,8,6/13/2012 18:27,7
1094,6,6/18/2012 22:50,7
1095,1,9/26/2011 23:01,5
1095,1,9/28/2011 23:28,5
1095,6,9/28/2011 23:28,5
1097,1,4/8/2010 21:02,9
1097,8,4/8/2010 21:02,9
1097,2,4/9/2010 17:34,9
1097,6,5/3/2010 23:25,9
1097,8,5/6/2010 15:41,9
1097,6,5/6/2010 21:36,9
1098,1,7/8/2011 21:48,7
1098,1,7/14/2011 0:01,7
1098,8,7/14/2011 0:01,7
1098,6,7/21/2011 23:51,7
1099,1,6/23/2010 23:01,1
1099,8,6/28/2010 19:07,1
1099,6,6/28/2010 19:08,1
1100,1,10/22/2010 20:35,1
1100,8,10/22/2010 20:40,1
1100,9,10/26/2010 18:16,1
1100,8,11/5/2010 23:10,1
1100,6,11/5/2010 23:11,1
1101,1,8/2/2012 17:12,3
1101,8,8/2/2012 17:14,3
1101,6,8/10/2012 22:50,3
1102,1,7/31/2012 21:05,4
1102,8,7/31/2012 23:14,4
1102,6,8/7/2012 18:53,4
1102,6,8/7/2012 18:53,4
1103,1,7/26/2012 18:09,7
1103,8,7/26/2012 18:22,7
1103,6,7/27/2012 16:54,7
1105,1,10/18/2011 20:06,1
1105,1,10/18/2011 21:17,1
1105,1,10/18/2011 21:17,1
1105,8,10/20/2011 15:45,1
1105,6,10/20/2011 16:14,1
1105,6,10/20/2011 16:14,1
1106,1,7/18/2012 16:23,2
1106,8,7/18/2012 16:23,2
1106,6,7/18/2012 20:24,2
1107,1,10/13/2011 15:17,1
1107,8,10/14/2011 20:41,1
1107,6,10/14/2011 21:22,1
1108,1,3/1/2011 17:24,1
1108,8,3/1/2011 17:25,1
1108,6,3/1/2011 20:29,1
1112,1,7/31/2012 22:43,1
1112,8,8/2/2012 16:22,1
1112,9,8/14/2012 18:57,1
1112,9,8/22/2012 23:06,1
1112,6,9/6/2012 22:38,1
1114,1,5/25/2011 17:38,1
1114,8,5/25/2011 17:38,1
1114,9,5/26/2011 16:43,1
1114,8,6/1/2011 17:54,1
1114,8,6/7/2011 15:44,1
1114,9,6/7/2011 18:32,1
1114,8,6/7/2011 22:24,1
1114,9,6/7/2011 22:28,1
1114,8,6/22/2011 21:01,1
1114,6,6/22/2011 21:02,1
1115,1,2/28/2012 19:47,2
1115,8,2/28/2012 19:47,2
1115,6,2/29/2012 1:40,2
1116,1,7/30/2012 23:42,1
1116,8,7/31/2012 23:23,1
1116,6,8/28/2012 23:03,1
1117,1,10/26/2011 23:30,9
1117,8,11/2/2011 17:13,9
1117,6,11/2/2011 17:13,9
1118,1,9/5/2011 22:28,5
1118,1,9/9/2011 18:03,5
1118,8,9/15/2011 18:57,5
1118,6,9/15/2011 23:06,5
1119,1,5/26/2011 16:26,8
1119,8,5/26/2011 16:26,8
1119,6,5/31/2011 23:00,8
1120,1,1/5/2012 17:26,2
1120,8,1/5/2012 17:26,2
1120,6,1/5/2012 19:20,2
1121,1,4/28/2010 21:40,6
1121,8,5/12/2010 17:51,6
1121,6,5/12/2010 17:52,6
1122,1,7/31/2012 15:20,2
1122,8,7/31/2012 15:20,2
1122,6,7/31/2012 18:24,2
1123,1,11/16/2010 19:40,1
1123,8,11/16/2010 19:40,1
1123,6,11/16/2010 20:32,1
1125,1,5/17/2012 22:34,1
1125,8,5/17/2012 23:07,1
1125,6,5/18/2012 22:22,1
1126,1,1/10/2012 22:31,9
1126,6,1/13/2012 17:28,9
1126,6,1/13/2012 17:28,9
1127,1,1/18/2012 18:39,4
1127,8,1/18/2012 20:23,4
1127,6,1/18/2012 23:14,4
1128,1,4/11/2012 20:51,8
1128,8,4/11/2012 20:52,8
1128,6,4/16/2012 17:54,8
1130,1,2/10/2010 1:07,8
1130,8,2/10/2010 1:07,8
1130,6,2/10/2010 1:07,8
1131,1,3/28/2012 17:03,6
1131,8,3/28/2012 17:04,6
1131,6,3/28/2012 17:08,6
1132,1,1/11/2012 19:52,7
1132,8,1/11/2012 22:40,7
1132,6,1/19/2012 0:15,7
1133,1,1/18/2012 19:23,9
1133,8,1/18/2012 19:24,9
1133,6,1/18/2012 22:50,9
1134,1,7/17/2012 15:22,9
1134,8,7/17/2012 15:22,9
1134,6,7/17/2012 20:52,9
1135,1,6/8/2012 16:03,3
1135,8,6/8/2012 16:03,3
1135,4,6/14/2012 15:56,3
1135,6,7/13/2012 21:19,3
1136,1,6/12/2012 16:23,2
1136,6,6/15/2012 14:56,2
1137,1,6/18/2012 18:44,8
1137,8,6/18/2012 22:46,8
1137,6,6/18/2012 22:46,8
1138,1,1/10/2012 1:23,2
1138,8,1/10/2012 1:23,2
1138,6,1/17/2012 20:49,2
1139,1,12/14/2011 0:51,3
1139,8,12/14/2011 0:52,3
1139,6,12/14/2011 1:57,3
1140,1,1/19/2011 18:17,1
1140,8,1/25/2011 19:28,1
1140,9,1/26/2011 1:33,1
1140,8,2/9/2011 20:37,1
1140,6,2/9/2011 20:37,1
1141,1,8/11/2010 20:41,1
1141,8,8/30/2010 23:03,1
1141,9,8/30/2010 23:04,1
1141,8,9/13/2010 16:50,1
1141,9,9/13/2010 16:51,1
1141,8,9/13/2010 18:33,1
1141,9,9/13/2010 18:33,1
1141,8,9/13/2010 18:33,1
1141,9,9/13/2010 18:33,1
1141,8,9/20/2010 17:04,1
1141,6,9/20/2010 17:04,1
1143,1,7/23/2012 19:01,5
1143,8,7/23/2012 23:01,5
1143,6,7/25/2012 16:28,5
1146,1,4/4/2011 18:13,3
1146,8,4/4/2011 18:14,3
1146,6,4/4/2011 18:16,3
1147,1,1/11/2011 20:54,8
1147,8,1/14/2011 17:33,8
1147,6,1/14/2011 17:52,8
1148,1,12/14/2010 20:04,2
1148,8,12/14/2010 20:05,2
1148,6,12/14/2010 20:05,2
1149,1,10/25/2011 15:25,1
1149,8,10/25/2011 15:26,1
1149,6,10/25/2011 17:50,1
1150,1,10/11/2010 16:44,1
1150,8,10/11/2010 23:25,1
1150,6,10/11/2010 23:25,1
